isin,ticker,yahoo_symbol,status
LU1681043912,18MG,CC1.PA,isin_search
IE00B5WFQ436,H4ZD,HMUS.L,isin_search
LU1954152853,BUNH,,no_data
LU1681038839,18MR,RS2U.PA,isin_search
IE00B5VX7566,H4ZC,HMJP.L,isin_search
DE000A2QP372,EXI4,EXA1.AS,isin_search
IE00BG13YL86,IS0V,IFSD.L,isin_search
FR0010375766,NK4G,LYINR.SW,isin_search
IE00BN92ZL31,AYEF,WPAD.AS,isin_search
IE00BYTRRC02,SS44,WNDU.L,isin_search
IE00BD4TYF66,BCF1,,no_data
IE00BYZ28W67,2B7I,ISFD.L,isin_search
IE00BWK1SP74,SXR9,EMUC.SW,isin_search
IE00BJXRT813,SPF4,VALW.L,isin_search
IE00BD3RYZ16,OMXS,OMXS.L,isin_search
LU1681037518,X13H,FMI.PA,isin_search
LU1681042435,X135,CG9.PA,isin_search
IE00B1XNH568,2B7V,IMIB.MI,isin_search
IE000OKVTDF7,IUVE,IUVE.AS,isin_search
LU1829220133,LYAC,ACWL.L,isin_search
IE00BYTRRF33,SS48,WMAT.L,isin_search
IE00B3Z3FS74,UIQR,EGUSAS.SW,isin_search
LU1603795458,DX1F,IQEE.PA,isin_search
LU1681042948,XAMX,CU2U.L,isin_search
LU2343997487,SADC,CNEU.L,isin_search
IE00B3YC1100,SML6,XLIS.L,isin_search
LU0927735406,XMUJ,XMUJ.L,isin_search
IE00BYTRR756,SS40,WCOS.L,isin_search
IE000MELAE65,CEBM,WENE.AS,isin_search
IE000P1IQS65,R730,WOEH.MI,isin_search
FR0012399806,LYQ4,MSEU.L,isin_search
LU2090063327,LYSM,,no_data
IE00B3VPKB53,SMLX,XLUS.L,isin_search
IE00B539F030,SXR3,,no_data
IE00BJ5JP097,7KQ0,WFNS.AS,isin_search
IE00BD93YH54,QDV1,SPMD.L,isin_search
LU1302703878,8P10,LYSPH.SW,isin_search
IE00BMZ17T93,AYES,SGWS.L,isin_search
IE00BKT6FV49,AYEI,SJPE.AS,isin_search
IE00BG7PP820,SMLA,XLCS.L,isin_search
LU1215828218,XDUE,XDUE.SW,isin_search
IE00BMBKBZ46,IUHE,IUHE.AS,isin_search
IE00BJ5JP659,CEBQ,WINS.AS,isin_search
IE00BG13YH41,IS0T,IEDL.L,isin_search
IE000ZQOIPB1,P260,HMES.L,isin_search
LU1603797587,DXK7,,no_data
LU1681041544,X13N,CEM.PA,isin_search
LU1169827224,3CE0,HKDU.SW,isin_search
LU0533033311,7H60,LYHLTW.SW,isin_search
IE00B449XP68,SML0,XLYS.L,isin_search
IE00BYTRRG40,SS45,WTEL.L,isin_search
LU1681039217,A4HU,JPHU.PA,isin_search
LU1681039134,JP4H,JPHE.PA,isin_search
IE00BYTRRH56,SS46,WUTI.L,isin_search
LU1681043672,XAMZ,CW8U.L,isin_search
LU1437025296,ACU5,FTSE.PA,isin_search
IE00BMTX2B82,AYE7,IAEA.AS,isin_search
LU1681043169,10A3,CI2U.L,isin_search
IE00B2QWDR12,IUS9,ISFE.L,isin_search
IE00BL977C92,IS4T,ICHD.AS,isin_search
IE000WDG5795,QP70,LITM.AS,isin_search
IE00BMZ17X30,AYET,SUWU.AS,isin_search
IE00BYV1YF22,FEUG,FGQP.L,isin_search
IE00B8KMSQ34,XDPC,XDPC.SW,isin_search
IE00BDR5H412,AW1A,GENDES.SW,isin_search
IE000XYBMEH0,HSMD,HSMS.L,isin_search
IE00BYTRR640,SS41,WCOD.L,isin_search
LU1940199984,BUN5,ESGH.PA,isin_search
IE00BYTH6121,FTG4,FGBL.PA,isin_search
IE00BFM15T99,36B2,SJPD.AS,isin_search
IE000ZYE17Z0,27U0,WOGH.L,isin_search
IE00BMH5VP31,3I40,,no_data
IE00BDZVHG35,OM3E,BTEE.L,isin_search
IE000CFH1JX2,6II0,,no_data
FR0010435297,LNY4,LYLEM.SW,isin_search
IE00BJ5JP766,CEBN,WMTS.AS,isin_search
LU1681047400,X13U,C50U.PA,isin_search
LU1650492330,LMVC,100H.PA,isin_search
LU1681048713,AFID,LUXU.PA,isin_search
DE000A2QP380,EXI0,IDVA.AS,isin_search
LU1681047079,AFIH,C4D.PA,isin_search
IE00BXDZNK39,4UB8,,no_data
IE00BG13YJ64,IS0U,IEMD.L,isin_search
NL0009272772,2TCC,NTM.AS,isin_search
IE00BJLKK341,AYE4,SMUA.AS,isin_search
IE00BG0SSC32,FTGC,FDN.L,isin_search
IE000AZ2HZ31,-,CNUD.DE,isin_search
IE00BWT3KS11,BCF0,,no_data
LU1681044050,XAME,CC1U.L,isin_search
LU1681037948,10A1,TPHU.PA,isin_search
NL0009272780,2TCD,TOF.AS,isin_search
LU1602145036,AFIP,CP9U.L,isin_search
LU3307214216,-,,no_data
LU1437025023,GNAZ,C1U.PA,isin_search
IE00BG13YG34,IS0W,IEQD.L,isin_search
IE00BYXYX745,QDVV,EMID.L,isin_search
IE00BDGV0308,UEQE,USFM.L,isin_search
IE00BKY53D40,R390,HSUK.L,isin_search
IE000QOU09J7,7JC0,FXAC.AS,isin_search
LU1127516455,XD5S,XD5S.L,isin_search
IE000J3F4J90,H920,HSJS.L,isin_search
IE00BPVLQF37,XDNG,XDNG.L,isin_search
FR0012399772,NK4B,MSEX.L,isin_search
LU2090063160,ESTE,,no_data
IE00BDVPTJ63,XUFB,XUFB.L,isin_search
LU0959210278,LGQH,EUDIV.PA,isin_search
IE00BG13YK79,IS0H,MVED.L,isin_search
DE000A2QP398,EXH0,STEC.AS,isin_search
LU1681048556,AFIA,BYBU.PA,isin_search
NL0009272764,2TCB,DTM.AS,isin_search
IE00BMDBMG37,AYE9,IDSE.AS,isin_search
IE000HH3SU50,6RF0,EPAD.AS,isin_search
IE00BFF5RZ82,IQQ2,IUMD.L,isin_search
IE0000P0RPE6,WINA,WINA.AS,isin_search
IE00BYTH6238,FTG2,FPX.L,isin_search
LU1221102491,XDCH,XDCH.SW,isin_search
IE00B8X9NX34,6PSQ,FEM.L,isin_search
LU1221100792,XDUD,XDUD.SW,isin_search
FR0010655704,X13J,CF1.PA,isin_search
IE000E9W0ID3,F4R0,TLCO.AS,isin_search
LU1681039308,18MQ,JPHG.L,isin_search
IE000ZPUEP93,1J70,BNKT.AS,isin_search
IE00BZ56SY76,WTIQ,EGRW.L,isin_search
IE00B8X9NZ57,FKU,FKU.L,isin_search
IE00BWTNM743,FTG5,,recheck
IE000R7HJVO6,QN10,USEH.MI,isin_search
IE000VDH1PG3,-,WSPC.SW,isin_search
IE00BTGD1B38,XDNU,XDNU.L,isin_search
LU1681046188,X136,,no_data
IE00BDB7J586,XMVU,XMVU.L,isin_search
XS3151431957,WSPE,WSPE.MI,isin_search
LU1650492504,6RQ0,100H.L,isin_search
IE000XHZP7D3,-,WAGI.SW,isin_search
IE000LEIJUY9,-,WHDY.L,isin_search
XS3218061631,ULTY,,no_data
IE00BG13YZ23,IQQ3,UFSD.L,isin_search
IE000AY6KP29,4SH0,,no_data
IE000IX54FW5,Z1J0,USGH.L,isin_search
IE00063SATO1,-,,no_data
IE0002VU15G5,-,,no_data
IE00BGSF1X88,IBC1,IB01.L,isin_search
IE00BYXPSP02,IS0F,IBTA.L,isin_search
IE00BYXYYP94,IS09,ISVQF,isin_search
IE00BYXYYJ35,IS01,LQDA.L,isin_search
IE00BYXYYM63,IS03,IUAA.L,isin_search
IE00B1FZSB30,2B7M,IGLT.MI,isin_search
IE00BF11F565,IUSG,IEAA.L,isin_search
IE00BZ043R46,QDVJ,AGGU.L,isin_search
IE00BDFGJ627,QDV4,FLOA.L,isin_search
IE00BYXYYL56,IS00,IHYA.L,isin_search
IE00BFM6TC58,SXRC,DTLA.L,isin_search
IE00B3VTMJ91,SXRN,CBE3.L,isin_search
LU1407892592,LYTG,GILS.L,isin_search
IE00BFM6TD65,QDV8,EMCA.L,isin_search
IE00BGCSB447,OM3G,ERNA.L,isin_search
IE00BF3N7094,SXRI,HIGH.L,isin_search
IE00B00FV011,2B7Q,SLXX.L,isin_search
IE00BF553838,SLME,EMSA.L,isin_search
IE00BZ17CN18,OM3J,SDHA.L,isin_search
IE00BF540Y54,IS0G,AGBP.L,isin_search
IE000JXFRNI0,U550,TI5A.AS,isin_search
IE00BMYHQM42,SPF0,GOVA.MI,isin_search
IE00BJK55B31,36BC,DHYA.L,isin_search
IE00BKT6RT64,AYEQ,CYBU.AS,isin_search
LU1598691217,LYT5,BTP10.MI,isin_search
IE00BF8HV600,PM9I,STHE.L,isin_search
IE00BF3N6Z78,SXRX,CRPU.L,isin_search
IE00BFM6TB42,SXRB,CRPA.L,isin_search
LU1437024729,10AU,GAGG.MI,isin_search
IE00B1FZSD53,2B7T,INXG.L,isin_search
IE00BYWZ0440,2B7G,HYLA.L,isin_search
IE0004J6PFL7,5MG0,GLUH.AS,isin_search
IE000SNLFDR7,I0C0,29GA.MI,isin_search
IE00BKLC5874,AYE3,EHYD.AS,isin_search
IE00BYZ28V50,2B7H,IGLA.L,isin_search
IE00B7N3YW49,PJSC,STHY.L,isin_search
IE000Y2BJVK9,R180,30IA.MI,isin_search
IE00BFZPF546,QDV7,EMGA.L,isin_search
LU1459801780,42C0,,no_data
IE00BKPT2T41,IS3W,IGAE.AS,isin_search
IE000QVCP9S5,IP60,FGGG.L,isin_search
IE00BDR5HN05,XUHA,XTCKF,isin_search
LU1437016204,10AT,GGOV.PA,isin_search
IE00B9M04V95,IS0B,EMBC.SW,isin_search
IE00BD8PH067,AYEL,DTLC.SW,isin_search
IE00BKT6VQ12,83J0,CYBE.AS,isin_search
IE00BMGNVD65,AYEH,AGUG.AS,isin_search
IE00BKF09C98,AYE1,DHYD.AS,isin_search
IE00BF3N6Y61,IUSH,LQEE.L,isin_search
LU1686832194,LMTH,MTH.PA,isin_search
IE00BKT6FT27,AYEK,IGLE.AS,isin_search
IE00BKPSFD61,AYER,CYBA.AS,isin_search
IE0007G78AC4,TV40,ASIG.AS,isin_search
IE00BJP26F04,UEED,UESD.L,isin_search
IE00BDFJYP58,2B7X,WIAU.L,isin_search
IE00B988C465,AYEY,0Y3O.L,isin_search
LU1407887089,AE53,U13C.AS,isin_search
IE000C17QP01,Z6L0,FHYG.L,isin_search
LU1598691050,LYT6,BTP13.MI,isin_search
LU1681041205,A4HV,AGEB.PA,isin_search
IE000929U2U9,5W00,SKUK.AS,isin_search
LU1525418726,ACU6,UBBB.MI,isin_search
IE00BD8PH174,IUSY,GILE.L,isin_search
IE00BZ173W74,OM3I,HLQD.L,isin_search
LU1285959703,LGQA,USIG.L,isin_search
IE000BZXJJ24,30ID,30ID.SW,isin_search
LU1215415214,LGQJ,HYBB.PA,isin_search
LU1452600197,9V60,TIPA.L,isin_search
LU1681046345,X13G,X13G.PA,isin_search
IE00BMC7BF44,6Q20,CGBI.AS,isin_search
LU1407888996,LGQ6,LYUS37.SW,isin_search
IE00BP9F2H18,PM9J,LDCU.L,isin_search
LU1829218822,LYBF,CBEF.MI,isin_search
IE000Y247W99,8W00,,no_data
LU1778293313,A4HW,GAHU.PA,isin_search
IE00BH3X8336,PM9K,EMLI.L,isin_search
IE00BGQ0J979,AYE8,EMCH.SW,isin_search
IE00BKT6BH25,AYEJ,IX5A.AS,isin_search
LU1215461085,4UBE,UC98.L,isin_search
IE00BJSBC011,GACN,,no_data
LU1910939849,B8TR,GIST.L,isin_search
LU0641007009,XG7U,XG7U.L,isin_search
LU2099295466,B8TD,GHYU.L,isin_search
IE000RJL5A30,W0Y0,USEB.SW,isin_search
IE00BZ171348,OM3H,GAAA.L,isin_search
LU1603790731,DX1H,,no_data
IE00BKP5L409,AYEX,IMBE.AS,isin_search
LU1435356065,BUN8,USHYC.MI,isin_search
LU1285960032,LYXU,USIH.PA,isin_search
IE00BFM6T814,IBCB,IGAA.L,isin_search
LU2780872128,AME0,BT27.MI,isin_search
IE000P5IB8I8,BSE9,BSE9.DE,isin_search
LU3152892629,XB36,XB36.DE,isin_search
LU2099992187,CHST,CHST.DE,isin_search
IE000LGHLQ71,BSE7,BSE7.DE,suffix
IE0006UGU3X3,N8R0,,no_data
IE00BJP26C72,AYEN,UEDD.AS,isin_search
IE00076HZIP3,ON50,,no_data
IE000MY0C911,H41R,H41R.DE,isin_search
LU2662649412,XUTL,XUTL.DE,suffix
IE0003HUCA83,VGGE,VGGE.DE,isin_search
LU2361257269,XUEE,XUEE.DE,suffix
LU3299677511,GDPW,GDPW.DE,isin_search
IE000REVDBO3,GACJ,GSBG.L,isin_search
IE0005E8N9I1,EY10,FSMU.L,isin_search
IE000C5Q64P6,BS29,BS29.L,isin_search
LU2611732806,AK8C,AK8C.DE,isin_search
LU2090062782,E15G,E15G.DE,suffix
LU2993394241,EDEK,EDEK.DE,isin_search
LU2662649685,XU10,XU10.DE,suffix
IE000CQMYME2,JPRY,JPRY.DE,isin_search
IE00BD5HBS12,FXEU,6PSW.SG,isin_search
IE000B8VAQZ8,V6V0,,no_data
IE00053HJRU7,AIDE,AIDE.DE,isin_search
LU2697596828,BJLP,BJLP.DE,suffix
IE000R7DCW45,JPEY,,no_data
IE000BMDG046,BS27,BS27.DE,suffix
LU2533812728,BJLD,BJLD.DE,suffix
LU2697597719,BJLQ,BJLQ.DE,isin_search
LU3119430141,XEZ3,XEZ3.DE,isin_search
IE00BD5HBQ97,FTFX,FTFX.L,isin_search
LU1923163759,XPAB,,no_data
IE000WJWZK35,CEBV,CEBV.DE,isin_search
IE000ANOU8J3,CEB6,CEB6.DE,isin_search
IE000FVQW7E7,GLBD,GCBE.L,isin_search
IE000A537EY2,3DCH,3DCH.DE,isin_search
LU2616776444,BJLK,BJLK.DE,suffix
IE00093SKUY4,CEBX,CEBX.DE,isin_search
LU2469335538,AHYA,AHYA.DE,isin_search
IE00BFMM9235,EDMA,ITEH.L,isin_search
IE00BFMM8Y81,EUNQ,SPEH.L,isin_search
IE000IF0HTJ9,FFGG,FFGG.DE,suffix
IE000GU6MFI0,VUDY,VUDY.AS,isin_search
IE000FK14CA5,FYUE,FYUE.DE,isin_search
IE0002U1PIC8,SICE,SICE.DE,isin_search
LU3284391318,XGB4,XGB4.L,isin_search
IE0002FPYN09,ASHE,ASHE.DE,suffix
IE000A9QV382,CBU7,CBU7.L,suffix
IE000EC86C06,GACK,,no_data
IE0001DM7O60,FUIE,FUIE.DE,suffix
IE000PWSK6H1,I37B,I37B.DE,isin_search
LU2868144093,BJL2,BJL2.DE,isin_search
IE000PN9NSC6,G3K0,FGGU.L,isin_search
IE000NA8E2W0,USAH,USAH.DE,suffix
IE0005F2R613,EYLA,EYLA.DE,suffix
IE000LH4DDC2,THFE,THFE.DE,suffix
IE000P0AMD16,ASLT,ASLT.DE,suffix
IE000C5H8FC1,AGAE,AGAE.DE,suffix
IE0000FA5GB7,AIGT,AIGT.DE,suffix
LU3003218016,XAU2,,no_data
IE000SI9E3I8,RHYH,RHYH.DE,isin_search
IE000E77RQE2,AGYE,AGYE.DE,suffix
IE000F472DU7,DRGE,DRGE.DE,isin_search
IE000GWD7R65,ACPE,ACPE.DE,suffix
IE000NAFAKL6,SPPB,SPPB.DE,isin_search
IE00094AECT1,AEJE,AEJE.DE,isin_search
LU3035799587,UAAA,UAAA.DE,isin_search
IE000SYQFJV2,GACM,,no_data
IE000I8CR2Q4,JHED,JHED.DE,isin_search
IE000NKC01D0,-,,no_data
IE000RBFCPY3,-,,no_data
LU2941599081,JCL0,JCL0.DE,isin_search
LU2941599164,JCLD,JCLD.DE,isin_search
LU2994521073,JAAE,JAAE.DE,suffix
IE000HDPAH09,EUG0,EUG0.DE,suffix
IE000IDJKTB3,EUGV,EUGV.DE,isin_search
IE000FDU4IY8,LDIG,LDIG.DE,suffix
IE000UDUSCI9,G0VB,G0VB.DE,isin_search
IE00BDFL4P12,SXRS,ICOM.L,isin_search
GB00B15KXQ89,OD7C,COPA.L,isin_search
LU1829218749,LYTR,COMO.PA,isin_search
IE00BZ1NCS44,IS39,ROLL.L,isin_search
GB00B15KYG56,OD7Z,AIGI.L,isin_search
IE00B53H0131,UIQK,CCUSAS.SW,isin_search
IE00BFXR6159,EN4C,EN4C.DE,suffix
GB00B15KYH63,OD7U,AIGAP.PA,isin_search
IE00B4WPHX27,ETL2,COMF.L,isin_search
GB00B15KXV33,OD7F,CRUD.L,isin_search
LU2278080713,XCMC,XCMC.DE,suffix
JE00B78CGV99,OOEA,BRNG.L,isin_search
IE00BYYLVH00,BCFU,BCCU.L,isin_search
LU0460391732,XSVT,XBCU.L,isin_search
IE00BYXYX521,XAAG,XAAG.DE,suffix
IE00BDVPNV63,EXAG,EXAG.DE,suffix
IE00BKY4W127,PCOM,PCOM.L,isin_search
IE00BF0BCP69,ETLF,BCOG.L,isin_search
IE00BYMLZY74,WTIC,WCOA.L,isin_search
XS2425848053,NRGT,NRGT.DE,suffix
DE000A0H0728,EXXY,EXXY.DE,isin_search
JE00BN7KB664,OD7S,WEAT.L,isin_search
GB00B15KY658,OD7R,,no_data
JE00BN7KB441,OD7D,CORN.L,isin_search
LU1291109533,XU62,GSCU.PA,isin_search
XS3022291473,CRRY,CRRY.L,isin_search
JE00B2QXZK10,0FHM,COCO.L,isin_search
LU1291109616,GSDE,GSDE.DE,suffix
IE000611IJM3,WENH,WENH.DE,isin_search
GB00B15KY211,OD7M,NICK.L,isin_search
JE00B4PDKD43,00XL,ECOP.MI,isin_search
LU1547516291,EMEH,EMEH.DE,suffix
JE00BN7KB334,OD7L,NGAS.L,isin_search
LU0292106167,XDBC,XDBC.DE,isin_search
GB00B15KY989,OD7V,AIGC.L,isin_search
IE00BZ2GV965,UEQU,CXAP.L,isin_search
LU1900069219,C099,COMH.MI,isin_search
GB00B15KYB02,OD7W,,no_data
IE00BZ1GHD37,WTIJ,WCOG.L,isin_search
GB00B15KXN58,OD7A,ALUM.L,isin_search
IE00BYYLVJ24,BCFE,BCFE.DE,isin_search
IE00BF4J0300,CMOE,CMOE.MI,isin_search
IE000MQ5XEW1,XEXA,XEXA.DE,isin_search
XS2353177293,FCO2,CO2.L,isin_search
GB00B15KYL00,OD7Y,AIGG.MI,isin_search
IE00BDVPNS35,WAXG,WXAG.L,isin_search
GB00B15KY542,OD7Q,,no_data
LU0249326488,M9SA,MRIC.SW,isin_search
JE00BN7KB557,OD7B,COFF.L,isin_search
JE00BP2PWW32,WCO2,CARB.PA,isin_search
XS2937253818,SPUT,SPUT.L,isin_search
IE0007UE04X9,WENU,WENU.DE,isin_search
IE00022GJEG1,BATJ,BATJ.DE,suffix
XS2872233403,EGAS,EGAS.L,isin_search
IE00BYT5CV85,UIQ1,UIQ1.DE,suffix
JE00B44F1611,00XM,ECRD.MI,isin_search
IE00BVFZGD11,0LJD,BRND.L,isin_search
JE00B78NPW60,00X0,EIMT.MI,isin_search
JE00B7305Z55,00XT,EBRT.MI,isin_search
IE00BG88WG77,WTEH,WCOE.MI,isin_search
IE00B50XJX92,UEQ3,UEQ3.DE,suffix
IE000BLN64M9,ENTR,ENTR.DE,suffix
GB00B15KY872,OD7T,ZINC.L,isin_search
LU0429790743,XCBE,XCBE.DE,isin_search
GB00B15KXT11,OD7E,,no_data
JE00B78NPY84,00XJ,,no_data
XS2879867773,KRBN,KRBN.L,isin_search
DE000PB6GAS5,BNQ9,BNQ9.DE,suffix
DE000PS7WT17,BNQB,BNQB.DE,suffix
JE00BNG8LN89,WCCA,WCCA.L,isin_search
GB00B15KYJ87,OD74,AIGS.L,isin_search
GB00B15KYC19,OD72,AIGO.L,isin_search
JE00B6XF0923,00XP,ENGS.MI,isin_search
JE00B78NNK09,00XS,EWAT.MI,isin_search
IE00BF4TWC33,XMWJ,META.L,isin_search
IE00BVFZGC04,0LJC,WTID.L,isin_search
JE00B6SV8B36,OOEC,XFRM.L,isin_search
GB00B15KXW40,OD7G,UGAS.L,isin_search
DE000PB8R1C7,BNQP,BNQP.DE,suffix
JE00B24DMK23,9GAL,,no_data
GB00B15KY435,OD7P,,no_data
DE000PB6R1B1,BNQC,BNQC.DE,suffix
GB00B15KY096,OD7K,,no_data
GB00B15KXY63,OD7I,,no_data
IE000WJCYGB4,BCFC,BCFC.DE,isin_search
XS2425842106,WATT,WATT.L,isin_search
JE00BN7KB771,OD7J,HOGS.L,isin_search
DE000PR5RMU7,B4NM,B4NM.DE,isin_search
DE000PZ9REC4,0GZB,0GZB.DE,isin_search
DE000PB8R1M6,BNQV,BNQV.DE,suffix
JE00B24DMC49,9GAF,,no_data
IE0003XI1PW0,WTD0,WENG.L,isin_search
IE00BF4TWF63,XMWK,BENE.L,isin_search
JE00B78CP782,OOEB,,no_data
JE00B78NNS84,00XK,,no_data
DE000PB6R1W7,BNQD,,no_data
JE00B24DMJ18,9GAK,,no_data
DE000PZ9REB6,B4NY,B4NY.DE,isin_search
XS3246967098,CRRE,CRRE.DE,suffix
JE00B24DMD55,9GAG,,no_data
DE000PZ9REM3,0GZD,0GZD.DE,isin_search
DE000PB6R1G0,BNQE,BNQE.DE,suffix
DE000PR5RCU8,B4NB,B4NB.DE,isin_search
JE00B78NNV14,EHEN,,no_data
DE000PR5RGU9,B4NH,B4NH.DE,isin_search
DE000PZ9REG5,0GZA,0GZA.DE,isin_search
DE000PZ9REW2,B4NZ,B4NZ.DE,isin_search
DE000PR5RWU6,B4NG,B4NG.DE,isin_search
DE000ETC0696,SGS2,SGS2.DE,isin_search
DE000ETC0787,42GI,42GI.DE,isin_search
DE000ETC0704,SGS3,SGS3.DE,isin_search
DE000ETC0001,SGS1,SGS1.DE,isin_search
DE000ETC0779,42GG,,no_data
XS2651539681,UGHG,,no_data
IE00B4ND3602,PPFB,PPFB.DE,suffix
IE00B579F325,8PSG,SGLD.L,isin_search
DE000A0S9GB0,4GLD,4GLD.DE,suffix
FR0013416716,GLDA,GLDA.DE,suffix
JE00B1VS3770,VZLD,PHAU.L,isin_search
DE000A2T0VU5,XGDU,XGDU.L,isin_search
JE00B588CD74,GZUR,SGBX.L,isin_search
DE000EWG2LD7,EWG2,EWG2.SG,isin_search
GB00B00FHZ82,GG9B,,no_data
IE00B4NCWG09,PPFD,ISPHF,isin_search
JE00B1VS3333,VZLC,1673.T,isin_search
DE000A1E0HR8,XAD5,XAD5.DE,suffix
JE00BN2CJ301,WGLD,WGLD.L,isin_search
DE000A1EK0G3,XAD1,XAD1.DE,isin_search
XS2115336336,RM8U,RMAU.L,isin_search
JE00B8DFY052,GBSE,GBSE.MI,isin_search
XS2183935274,8PSE,8PSE.DE,suffix
DE000A2T5DZ1,XGDE,XGDE.DE,isin_search
IE00B43VDT70,8PSB,SSLV.L,isin_search
DE000EWG0LD1,GOLD,GOLD.SG,isin_search
JE00BQRFDY49,WSLV,WSLV.MI,isin_search
IE0009JOT9U1,IGLD,IGLD.DE,isin_search
DE000A1E0HS6,XAD6,XAD6.DE,suffix
JE00B1VS2W53,VZLA,PHPT.L,isin_search
JE00B1VS3W29,VZLE,PHPM.L,isin_search
IE00B4LHWP62,PPFC,IPLT.L,isin_search
DE000A1EK0J7,XAD2,XAD2.MI,suffix
DE000A2T0VS9,XSLR,XSLR.MI,isin_search
JE00B1VS3002,VZLB,1675.T,isin_search
DE000TMG0LD6,TMGD,,no_data
GB00B15KY328,OD7N,SLVR.L,isin_search
GB00B15KXX56,OD7H,BULL.L,isin_search
GB00B15KYF40,OD73,AIGPP.PA,isin_search
XS2892963286,RM3H,,no_data
IE00B40QP990,8PSA,SPPT.L,isin_search
DE000A2UDH55,XSLE,XSLE.DE,isin_search
IE00B4556L06,PPFA,IPDM.L,isin_search
DE000A1EK0H1,XAD3,XAD3.DE,isin_search
JE00B5SV2703,00XR,ESVR.MI,isin_search
DE000A2T0VT7,XPPT,XPPT.L,isin_search
XS2852999775,YGLD,GLDI.L,isin_search
IE00B4LJS984,8PSC,SPAL.L,isin_search
JE00B4RKQV36,00XN,EBUL.MI,isin_search
DE000EWG4CR2,EWGC,,no_data
XS3068774614,YSLV,SLVY.L,isin_search
DE000A2UDH63,XPPE,XPPE.DE,isin_search
DE000PS7G0L8,BNQJ,BNQJ.DE,suffix
JE00B78NPQ01,00XQ,,no_data
DE000EWG4TR6,EWGT,,no_data
XS3384723154,G2LD,GOLD.L,isin_search
DE000ETC0738,SGS4,SGS4.DE,isin_search
DE000ETC0746,SGS5,,no_data
LU0290358497,XEON,XEON.DE,isin_search
LU1190417599,LYOR,0E2B.IL,isin_search
FR0010510800,L8I3,LEONIA.MI,isin_search
IE00B67B7N93,PJSB,MINT.L,isin_search
LU1248511575,B8TL,SMTC.L,isin_search
LU1230136894,B8TM,CSH2.L,isin_search
IE000JJPY166,YCSH,YCSH.DE,isin_search
LU0335044896,XEOD,XEOD.DE,isin_search
FR0010754200,18M1,C3M.PA,isin_search
IE00BJXRT698,ZPR1,ZPR1N.MX,isin_search
LU3025345516,EDEG,EDEG.DE,isin_search
LU2082999306,EGV2,EGV2.DE,isin_search
LU3178805456,CMMF,CMMF.DE,isin_search
IE000SOORXS0,VCAA,VCSHA.MI,isin_search
LU0321465469,XFFE,XFFE.DE,isin_search
IE00B3BPCH51,PJEU,PEU.PA,isin_search
LU0321464652,DXS1,XSTR.L,isin_search
IE0006BDZN36,BCFQ,BCFQ.DE,suffix
LU2898088419,SNTE,SNTE.DE,isin_search
LU1233598447,B8TC,FEDG.L,isin_search
IE00B622SG73,PJSD,QUID.L,isin_search
IE000GSIFIB0,C71P,CLPP.L,isin_search
IE000AFVKJZ0,VCAS,VCAS.DE,isin_search
IE000RW7V8Q4,BCFH,BCFH.DE,isin_search
IE000JLXYKJ8,E0UA,E0UA.DE,isin_search
IE000LJ2O0V5,EU03,EU03.DE,isin_search
LU2090062352,C101,CBFEDF.SW,isin_search
IE0005RKXDO7,ONSW,ONSW.DE,isin_search
IE000QVOGR82,CNUC,USDO.L,isin_search
IE000YPOHA39,RONS,RONS.DE,isin_search
LU3025345789,EDET,EDET.DE,isin_search
CH1390861222,ONCE,,no_data
CH1390861214,ONCC,ONCC.DE,isin_search
CH1381833420,EONR,EONR.DE,isin_search
CH1390861305,ONUE,ONUE.DE,isin_search
CH1390861297,ONUU,ONUU.DE,isin_search
IE00B5L01S80,H4ZL,HPRD.L,isin_search
IE00B1FZS350,IQQ6,IWDP.L,isin_search
IE00B0M63284,IQQP,IPRP.L,isin_search
IE000G6GSP88,H4Z7,HPRS.L,isin_search
LU0489337690,D5BK,XDER.L,isin_search
IE00B1FZSF77,IQQ7,IUSP.AS,isin_search
IE00B1TXLS18,2B7U,IUKP.L,isin_search
NL0009690239,TRET,TRET.AS,isin_search
LU1437018838,A4H5,EPRA.PA,isin_search
IE00BFM6T921,SXRA,DPYA.L,isin_search
IE00BGDQ0L74,IPRE,IPRE.DE,suffix
IE000H3AH951,CSYZ,GREIT.SW,isin_search
IE00BRHZ0398,2B7N,UKRE.L,isin_search
IE00B1FZS244,IQQ4,IASP.L,isin_search
IE00BSJCQV56,ZPRP,ZPRP.DE,suffix
IE00BYM8JD58,S6X2,XRES.L,isin_search
IE00BDZVHD04,OM3D,DPYE.L,isin_search
LU1681039480,REAL,EPRE.PA,isin_search
LU1832418773,LMWE,LMWE.DE,isin_search
DE000A0Q4R44,EXI5,EXI5.DE,isin_search
IE000GGQK173,R8T,R8T.DE,suffix
LU2008763935,EEPG,GREAL.PA,isin_search
LU1737652823,10AJ,10AJ.DE,isin_search
LU0950381748,EEAA,EEA.PA,isin_search
IE00BH4GR342,SPY2,GLRA.L,isin_search
IE0007YP0PL1,ESAD,ESAD.DE,suffix
LU1812091194,LEEU,MEH.PA,isin_search
LU2914558916,BJL7,BJL7.DE,suffix
IE00BGDPWV87,AYEP,AYEP.DE,isin_search
IE00BP8FKB21,XREA,XREA.DE,isin_search
IE000FI414K7,UKPH,UKPH.DE,suffix
